symbol,file,n_rows,iso_mean,mtad_mean,tranad_mean,graph_score,composite_score,finbert,final_score
WIPRO,WIPRO_ohlcv.csv,1936,0.1838366044816358,0.25168785599515414,0.37024649292851597,0.9774088450789338,0.3954342650332283,0.5,0.41634741202658265
HCLTECH,HCLTECH_ohlcv.csv,1936,0.18874842668376368,0.23548231159661553,0.20548696547618925,1.0,0.36807206945435655,0.5,0.3944576555634852
LT,LT_ohlcv.csv,1936,0.16161979983398747,0.2424102214044947,0.19429927488777682,1.0,0.36218674302367354,0.5,0.38974939441893885
DRREDDY,DRREDDY_ohlcv.csv,1936,0.17715726688003577,0.16144007063022323,0.42654880585233096,0.7321818163201099,0.3265103559605131,0.5,0.3612082847684105
BAJAJFINSV,BAJAJFINSV_ohlcv.csv,1936,0.15732139239402693,0.21141487195559355,0.31862316642058824,0.7699880616276695,0.3213769086763315,0.5,0.35710152694106523
INFY,INFY_ohlcv.csv,1936,0.17230303056744678,0.1752468984599382,0.16028504044064673,0.9024494530071321,0.32083142002703896,0.5,0.3566651360216312
JIOFIN,JIOFIN_ohlcv.csv,540,0.17462629561201917,0.24874302663147202,0.4278279144741122,0.5793671652355405,0.3044412731934358,0.5,0.3435530185547486
HDFCBANK,HDFCBANK_ohlcv.csv,1936,0.1693633418291297,0.16559075159669356,0.214880285323423,0.8015315690132692,0.30347683826880095,0.5,0.3427814706150408
BAJFINANCE,BAJFINANCE_ohlcv.csv,1936,0.17766695317385656,0.26682710787731123,0.21655665411652675,0.7038637680943562,0.2999129511175318,0.5,0.33993036089402545
CIPLA,CIPLA_ohlcv.csv,1936,0.1760303631372179,0.22854254151096803,0.43432418928687677,0.5630029941328577,0.2980439536460387,0.5,0.33843516291683096
TECHM,TECHM_ohlcv.csv,1936,0.1783303880338915,0.1768970796636946,0.3355146725043431,0.6351488311786948,0.2883013590825354,0.5,0.33064108726602837
TATACONSUM,TATACONSUM_ohlcv.csv,1936,0.17568234834244237,0.16481392245235704,0.23462799475559953,0.7162900486193091,0.2869083119455271,0.5,0.32952664955642164
HINDUNILVR,HINDUNILVR_ohlcv.csv,1936,0.17070882451617617,0.17903737158373131,0.13870583693725602,0.7675903899494114,0.283482353681821,0.5,0.32678588294545685
JSWSTEEL,JSWSTEEL_ohlcv.csv,1936,0.16953472302274977,0.15072881619767967,0.2653397234017045,0.6917143799817798,0.28272920673709506,0.5,0.32618336538967607
KOTAKBANK,KOTAKBANK_ohlcv.csv,1936,0.1679951184945283,0.18663658922302018,0.15507243056685013,0.7392101608451529,0.28037206613961296,0.5,0.3242976529116904
TRENT,TRENT_ohlcv.csv,1936,0.20097766692825383,0.18123761448402698,0.24328342552095106,0.6351488311786948,0.27606821534465464,0.5,0.3208545722757237
TITAN,TITAN_ohlcv.csv,1936,0.192946902559715,0.16316522642873754,0.3512630655968691,0.5630029941328577,0.27338359751796226,0.5,0.3187068780143698
RELIANCE,RELIANCE_ohlcv.csv,1936,0.17363355700196562,0.2501685666933448,0.26514784875335096,0.5630029941328577,0.2699288683673384,0.5,0.3159430946938707
ULTRACEMCO,ULTRACEMCO_ohlcv.csv,1936,0.18392428357317558,0.2266567311765273,0.2385229441295203,0.5599584020582464,0.26169659280441593,0.5,0.30935727424353276
SBIN,SBIN_ohlcv.csv,1936,0.16651435476761808,0.18344444531212167,0.19733437312247387,0.6351488311786948,0.2614046777700888,0.5,0.3091237422160711
SHRIRAMFIN,SHRIRAMFIN_ohlcv.csv,1936,0.16975510911575284,0.23180443987041327,0.2314628617361769,0.5630029941328577,0.2594424505436537,0.5,0.307553960434923
BHARTIARTL,BHARTIARTL_ohlcv.csv,1936,0.1847730946140115,0.1634390920160355,0.14692176595719222,0.6351488311786948,0.251624823904781,0.5,0.30129985912382484
GRASIM,GRASIM_ohlcv.csv,1936,0.17674403412319356,0.21636999334850188,0.19581688819346166,0.5618196547511758,0.2508794603750109,0.5,0.30070356830000877
TATACONSUM_NS,TATACONSUM_ohlcv.csv,1936,0.17568234834244237,0.17895646356088785,0.45615816946530396,,0.20269924534215855,0.5,0.26215939627372686
TECHM_NS,TECHM_ohlcv.csv,1936,0.1783303880338915,0.24685025486253448,0.3633569972954867,,0.19713441004797816,0.5,0.25770752803838254
ICICIBANK_NS,ICICIBANK_ohlcv.csv,1936,0.17447503711234677,0.18895403420299559,0.4204303034566648,,0.1959648436930018,0.5,0.25677187495440146
DRREDDY_NS,DRREDDY_ohlcv.csv,1936,0.17715726688003577,0.18357116951515692,0.3907228976614312,,0.18786283351415597,0.5,0.2502902668113248
SHRIRAMFIN_NS,SHRIRAMFIN_ohlcv.csv,1936,0.16975510911575284,0.2495271472388489,0.3208047899445441,,0.18502176157478645,0.5,0.24801740925982918
TITAN_NS,TITAN_ohlcv.csv,1936,0.192946902559715,0.20321596409679019,0.30116062900414214,,0.17433087391516183,0.5,0.23946469913212948
JIOFIN_NS,JIOFIN_ohlcv.csv,540,0.17462629561201917,0.22771547857816563,0.29275776628401345,,0.17377488511854955,0.5,0.23901990809483964
RELIANCE_NS,RELIANCE_ohlcv.csv,1936,0.17363355700196562,0.23213947558574488,0.2768553955697255,,0.170657107039359,0.5,0.2365256856314872
ITC,ITC_ohlcv.csv,1936,0.17828966495754922,0.2310778052701468,0.37877190685931394,0.08985581768303808,0.1702400876245739,0.5,0.23619207009965915
LT_NS,LT_ohlcv.csv,1936,0.16161979983398747,0.28252211800568616,0.22764144857648935,,0.16794584160404075,0.5,0.23435667328323262
INFY_NS,INFY_ohlcv.csv,1936,0.17230303056744678,0.18297670567197563,0.3125031426241811,,0.1669457197159009,0.5,0.2335565757727207
WIPRO_NS,WIPRO_ohlcv.csv,1936,0.1838366044816358,0.162748446454431,0.3204665374706858,,0.16676289710168818,0.5,0.23341031768135057
AXISBANK,AXISBANK_ohlcv.csv,1936,0.15611633242857922,0.2900835075441896,0.22073945073682405,,0.1667348226773982,0.5,0.23338785814191856
NESTLEIND_NS,NESTLEIND_ohlcv.csv,1936,0.17687600337204124,0.16226032051182832,0.3261898799011905,,0.166331550946265,0.5,0.23306524075701202
BAJAJFINSV_NS,BAJAJFINSV_ohlcv.csv,1936,0.15732139239402693,0.24441334616970173,0.2618627248331467,,0.16589936584921883,0.5,0.23271949267937508
VEDL_NS,VEDL_ohlcv.csv,1936,0.1825702658853568,0.17859945141836547,0.29904777723883375,,0.16505437363563902,0.5,0.23204349890851123
SUNPHARMA_NS,SUNPHARMA_ohlcv.csv,1936,0.18338318161641326,0.20598675346306963,0.26737280896584087,,0.16418568601133093,0.5,0.23134854880906475
MARUTI_NS,MARUTI_ohlcv.csv,1936,0.1751605417198162,0.22775891732119052,0.2406043856634962,,0.16088096117612574,0.5,0.2287047689409006
HINDALCO_NS,HINDALCO_ohlcv.csv,1936,0.18925650618434,0.2546747288204739,0.19672919321436694,,0.1601651070547952,0.5,0.22813208564383616
TCS_NS,TCS_ohlcv.csv,1936,0.18566037959364898,0.18750574483913912,0.2648788050245613,,0.15951123236433734,0.5,0.22760898589146988
MAXHEALTH_NS,MAXHEALTH_ohlcv.csv,1288,0.20606636030509415,0.19869646775895403,0.23246959416739493,,0.1593081055578608,0.5,0.22744648444628865
SUNPHARMA,SUNPHARMA_ohlcv.csv,1936,0.18338318161641326,0.17626183086564817,0.27294309905161884,,0.15814702788342005,0.5,0.22651762230673606
ITC_NS,ITC_ohlcv.csv,1936,0.17828966495754922,0.18482639456840233,0.26667112329821446,,0.1574467957060415,0.5,0.22595743656483322
GRASIM_NS,GRASIM_ohlcv.csv,1936,0.17674403412319356,0.20166317148274937,0.24088775226223455,,0.15482373946704436,0.5,0.2238589915736355
CIPLA_NS,CIPLA_ohlcv.csv,1936,0.1760303631372179,0.18704802371487927,0.250568310133865,,0.15341167424649055,0.5,0.22272933939719244
MAXHEALTH,MAXHEALTH_ohlcv.csv,1288,0.20606636030509415,0.17113104702335713,0.23148942072191028,,0.1521717070125904,0.5,0.22173736561007232
TCS,TCS_ohlcv.csv,1936,0.18566037959364898,0.16558198214882594,0.25703250802502897,,0.15206871744187597,0.5,0.22165497395350078
NESTLEIND,NESTLEIND_ohlcv.csv,1936,0.17687600337204124,0.27062217013579626,0.15987979648241046,,0.151844492497562,0.5,0.2214755939980496
TATASTEEL_NS,TATASTEEL_ohlcv.csv,1936,0.20665235743760055,0.2105244420888407,0.18105210544416395,,0.1495572262426513,0.5,0.21964578099412105
INDIGO_NS,INDIGO_ohlcv.csv,1936,0.20637326723265675,0.19985434810915342,0.18665113318731055,,0.14821968713228018,0.5,0.21857574970582416
TATASTEEL,TATASTEEL_ohlcv.csv,1936,0.20665235743760055,0.1870771092362387,0.19520836978607392,,0.1472344591149783,0.5,0.21778756729198265
ONGC,ONGC_ohlcv.csv,1936,0.16986473387460505,0.24020937285618624,0.17181204547408083,,0.145471538051218,0.5,0.21637723044097443
COALINDIA_NS,COALINDIA_ohlcv.csv,1936,0.20159443723348117,0.18503385753113613,0.1878214742007935,,0.1436124422413527,0.5,0.21488995379308218
COALINDIA,COALINDIA_ohlcv.csv,1936,0.20159443723348117,0.20999052498054713,0.16244944648649035,,0.14350860217512967,0.5,0.21480688174010376
ONGC_NS,ONGC_ohlcv.csv,1936,0.16986473387460505,0.24130879314473172,0.16187673071922254,,0.1432625644346398,0.5,0.21461005154771184
NTPC,NTPC_ohlcv.csv,1936,0.17969850380863406,0.23915531749785746,0.15010140712434103,,0.14223880710770814,0.5,0.21379104568616653
ADANIPORTS,ADANIPORTS_ohlcv.csv,1936,0.16918944896547958,0.19935176430339585,0.19401612700003887,,0.1406393350672286,0.5,0.21251146805378288
ULTRACEMCO_NS,ULTRACEMCO_ohlcv.csv,1936,0.18392428357317558,0.17741033422148622,0.19690661271256724,,0.13956030762680727,0.5,0.21164824610144584
AXISBANK_NS,AXISBANK_ohlcv.csv,1936,0.15611633242857922,0.24250089573532144,0.1521678583366512,,0.13769627162513798,0.5,0.21015701730011038
EICHERMOT,EICHERMOT_ohlcv.csv,1936,0.1951263219628554,0.19306650040665224,0.16024588126322126,,0.13710967590818224,0.5,0.2096877407265458
HDFCBANK_NS,HDFCBANK_ohlcv.csv,1936,0.1693633418291297,0.17607170782306014,0.19526138859723516,,0.13517410956235626,0.5,0.208139287649885
JSWSTEEL_NS,JSWSTEEL_ohlcv.csv,1936,0.16953472302274977,0.1374513953576209,0.23274109473632698,,0.13493180327917442,0.5,0.20794544262333955
TRENT_NS,TRENT_ohlcv.csv,1936,0.20097766692825383,0.19243633883178962,0.14535454035005813,,0.1346921365275254,0.5,0.20775370922202033
HCLTECH_NS,HCLTECH_ohlcv.csv,1936,0.18874842668376368,0.18863822254415905,0.15964043490571292,,0.1342567710334089,0.5,0.20740541682672714
ADANIPORTS_NS,ADANIPORTS_ohlcv.csv,1936,0.16918944896547958,0.2067057110598005,0.1515231643813084,,0.13185458110164713,0.5,0.20548366488131772
KOTAKBANK_NS,KOTAKBANK_ohlcv.csv,1936,0.1679951184945283,0.18871190120009645,0.16665159414062072,,0.13083965345881138,0.5,0.20467172276704912
MARUTI,MARUTI_ohlcv.csv,1936,0.1751605417198162,0.2214605674788126,0.12479639036603224,,0.13035437489116525,0.5,0.2042834999129322
INDIGO,INDIGO_ohlcv.csv,1936,0.20637326723265675,0.1955685917292289,0.11810515060295182,,0.13001175239120938,0.5,0.20400940191296751
HINDALCO,HINDALCO_ohlcv.csv,1936,0.18925650618434,0.21321048629555203,0.11617475050075031,,0.1296604357451606,0.5,0.20372834859612848
TATAMOTORS_NS,TATAMOTORS_ohlcv.csv,1935,0.1574398579744641,0.21709113330604654,0.14164982841986562,,0.12904520492509408,0.5,0.20323616394007527
BEL,BEL_ohlcv.csv,1936,0.18755286859068798,0.18477587952144564,0.13364535708817363,0.1356420247565201,0.12878065091418764,0.5,0.20302452073135013
BAJFINANCE_NS,BAJFINANCE_ohlcv.csv,1936,0.17766695317385656,0.2525148926545887,0.07954085773884603,,0.12743067589182283,0.5,0.20194454071345827
TATAMOTORS,TATAMOTORS_ohlcv.csv,1935,0.1574398579744641,0.18777252239193234,0.1622824781492575,,0.1268737146289135,0.5,0.2014989717031308
SBIN_NS,SBIN_ohlcv.csv,1936,0.16651435476761808,0.17450192171239368,0.16189598535151578,,0.1257280654578819,0.5,0.20058245236630554
VEDL,VEDL_ohlcv.csv,1936,0.1825702658853568,0.17509216583641915,0.14524831537101224,,0.12572768677319704,0.5,0.20058214941855765
EICHERMOT_NS,EICHERMOT_ohlcv.csv,1936,0.1951263219628554,0.2015867419607695,0.10273482830995388,,0.1248619730583947,0.5,0.1998895784467158
ICICIBANK,ICICIBANK_ohlcv.csv,1936,0.17447503711234677,0.17674150588539167,0.14642208412550675,,0.12440965678081128,0.5,0.19952772542464903
BHARTIARTL_NS,BHARTIARTL_ohlcv.csv,1936,0.1847730946140115,0.1742230389793998,0.13228931567670046,,0.12282136231752794,0.5,0.19825708985402235
NTPC_NS,NTPC_ohlcv.csv,1936,0.17969850380863406,0.19722307453959315,0.11402772577851643,,0.12273732603168591,0.5,0.19818986082534873
SBILIFE_NS,SBILIFE_ohlcv.csv,1936,0.15829873377095421,0.14532656393262702,0.1804032143219668,,0.12100712800638702,0.5,0.19680570240510964
SBILIFE,SBILIFE_ohlcv.csv,1936,0.15829873377095421,0.1650322724058182,0.15948653062572637,,0.1207043842006247,0.5,0.19656350736049977
HINDUNILVR_NS,HINDUNILVR_ohlcv.csv,1936,0.17070882451617617,0.16487695500956687,0.129718616339991,,0.1163260989664335,0.5,0.19306087917314682
BEL_NS,BEL_ohlcv.csv,1936,0.18755286859068798,0.16066645479412506,0.10907506927621294,,0.1143235981652565,0.5,0.19145887853220522
POWERGRID_NS,POWERGRID_ohlcv.csv,1936,0.16285898523883657,0.15677280424025786,0.13164706612973906,,0.11281971390220838,0.5,0.19025577112176673
ADANIENT,ADANIENT_ohlcv.csv,1936,0.16391300799775058,0.2151949181281939,0.06954743919945397,,0.1121638413313496,0.5,0.1897310730650797
ADANIENT_NS,ADANIENT_ohlcv.csv,1936,0.16391300799775058,0.17024322821815455,0.09981081981972689,,0.108491764008908,0.5,0.18679341120712642
POWERGRID,POWERGRID_ohlcv.csv,1936,0.16285898523883657,0.15256615630952092,0.116667376641796,,0.10802312954753837,0.5,0.1864185036380307
